key,count,answer_count,family_count,subcategory_count,answers_preview,families,subcategories,ids_preview,template_preview
969cbe8f1897c941e8eada8f58b3cf9a0befa4b3ce6552e4078364be68f96341,52,46,1,1,00001011|00001101|00001111|00011010|00011101|00011110|00101000|00101001|00101011|00110011,bit_manipulation,bit_konbu_high_confidence_trace,v534_konbu_high_00a815792299d273|v534_konbu_high_06ddc356d108f344|v534_konbu_high_12767bab0fa8a0c0|v534_konbu_high_13e55810f78c30e9|v534_konbu_high_21deb779d77e6953|v534_konbu_high_24b65c30685b2a24|v534_konbu_high_2ccb83bc732654dc|v534_konbu_high_305e638b6cd0bb04|v534_konbu_high_3afcf881994642ff|v534_konbu_high_3dae525bd76ec50b,"trace summary: infer the <num>-bit transformation from examples, then test candidate bit relations. source solver method=w_mix, confidence=high, ambiguous_bits=<num>. rule vocabulary: bit rot shl shr xor and or not strid"
a35e6c14bbf137aa750e90944a8a7b594f1543ec6d7eaac1069238053b052648,46,42,1,1,00000011|00001011|00001111|00010000|00010101|00010110|00011000|00100000|00100111|00101100,bit_manipulation,bit_konbu_high_confidence_trace,v534_konbu_high_01b21970f12f570a|v534_konbu_high_0ac62511f597b558|v534_konbu_high_1286eca3a80ce53b|v534_konbu_high_139341cc3ded29aa|v534_konbu_high_14867c289f6b2ee2|v534_konbu_high_242c498613188baf|v534_konbu_high_2b4c44d17e0c34f7|v534_konbu_high_38ed7db6664faa5f|v534_konbu_high_426d9fdbefbdb664|v534_konbu_high_46fe1c4a3cb23c9c,"trace summary: infer the <num>-bit transformation from examples, then test candidate bit relations. source solver method=w_mix, confidence=high, ambiguous_bits=<num>. rule vocabulary: bit rot shl shr xor and or not strid"
7988c53570b735340fb4827de207d35c84aaabf7abe7ad565d957861fdece6c0,34,32,1,1,00000011|00010100|00011101|00011111|00101011|00101110|00111110|01001100|01001110|01010000,bit_manipulation,bit_konbu_high_confidence_trace,v534_konbu_high_05f144259346b2c3|v534_konbu_high_16339f2b34bf8cef|v534_konbu_high_16511a2bae1b2758|v534_konbu_high_1a29b10bf75207dd|v534_konbu_high_32549777057f0432|v534_konbu_high_33d1e843a4573246|v534_konbu_high_499a70d705f69069|v534_konbu_high_61d80a20744a6eca|v534_konbu_high_6a846381343d4a95|v534_konbu_high_70c5f38ee00b6bde,"trace summary: infer the <num>-bit transformation from examples, then test candidate bit relations. source solver method=w_mix, confidence=high, ambiguous_bits=<num>. rule vocabulary: bit rot shl shr xor and or not strid"
d576b146325ed999d3ddd1a120de2d521ef5a12ac30259d0ce28d746194efcae,32,29,1,1,00000010|00000111|00001111|00011000|00011001|00011110|00100100|00101011|00101110|00110001,bit_manipulation,bit_konbu_high_confidence_trace,v534_konbu_high_0748e634ba8ec1b1|v534_konbu_high_0952e3ed2762b652|v534_konbu_high_138ef0c94aaf4dcf|v534_konbu_high_20577efa46ed9019|v534_konbu_high_27df40002463770d|v534_konbu_high_2be67ab8250eb49f|v534_konbu_high_2be6bd37224617a7|v534_konbu_high_3fb13cf417040419|v534_konbu_high_42006889dc46027c|v534_konbu_high_62cc40fda97373f2,"trace summary: infer the <num>-bit transformation from examples, then test candidate bit relations. source solver method=w_mix, confidence=high, ambiguous_bits=<num>. rule vocabulary: bit rot shl shr xor and or not strid"
95fa70228b1eb768996dc0ecd30296c3b51a1fe1c94653e220f05482da591b80,20,20,1,1,00000101|00010001|00010010|00100001|00101000|00110100|00111010|01100101|01110010|10010000,bit_manipulation,bit_konbu_high_confidence_trace,v534_konbu_high_0382746b6fa37958|v534_konbu_high_08c95a88afb8dc52|v534_konbu_high_2f9eb2bdfb2787ba|v534_konbu_high_3ca330a29056bb9b|v534_konbu_high_3e9eb1dad58de603|v534_konbu_high_42ab9fa4489c4a94|v534_konbu_high_50d51bf71b21ee49|v534_konbu_high_5d2847cfac80b60d|v534_konbu_high_6cd88406785339a8|v534_konbu_high_6f2d7ff9ad636e3e,"trace summary: infer the <num>-bit transformation from examples, then test candidate bit relations. source solver method=w_rot, confidence=high, ambiguous_bits=<num>. rule vocabulary: bit rot shl shr xor and or not strid"
1f57f8e6f0649a2a3f9e303b17b789059b71273c5daabc4a0c1ddacdc4739eed,18,18,1,1,00010010|00010111|00011100|00100110|00101000|00101101|01000000|01000100|01001011|01010010,bit_manipulation,bit_konbu_high_confidence_trace,v534_konbu_high_0a1a0a317deaae9e|v534_konbu_high_18975d01cd4753cf|v534_konbu_high_21d51c5a743e5b67|v534_konbu_high_3e08c2c463c0fa7c|v534_konbu_high_4141ff6afb99587c|v534_konbu_high_61e82f61a0e6c4b7|v534_konbu_high_636ecba23c0db69a|v534_konbu_high_93db1433ff7c5ce4|v534_konbu_high_a348e6e33e5c7ccb|v534_konbu_high_af2475a2d2449ef6,"trace summary: infer the <num>-bit transformation from examples, then test candidate bit relations. source solver method=w_rot, confidence=high, ambiguous_bits=<num>. rule vocabulary: bit rot shl shr xor and or not strid"
5933bcc839bdeaad1db168cbf7769b989c533c770758635b209ee061227ea31f,18,18,1,1,00001111|00011010|00011101|00100000|01001010|01010011|01011000|01011100|01111110|10001001,bit_manipulation,bit_konbu_high_confidence_trace,v534_konbu_high_0ecfec9699076b11|v534_konbu_high_23ef96384b8280bb|v534_konbu_high_34f2bdd372605e1d|v534_konbu_high_3c83a93754457336|v534_konbu_high_4c0e9a646c9db240|v534_konbu_high_73539ebea748cc41|v534_konbu_high_7d1919e9813ca0d1|v534_konbu_high_8f6b1230d634a5d0|v534_konbu_high_904ed22b8de49794|v534_konbu_high_9b2792b6376e499b,"trace summary: infer the <num>-bit transformation from examples, then test candidate bit relations. source solver method=w_rot, confidence=high, ambiguous_bits=<num>. rule vocabulary: bit rot shl shr xor and or not strid"
d0def1425f0220cf6bbebda31c9d61da0b7c8e6eacec0c8f030fbf283e5ad70f,12,12,1,1,00001110|01001000|01100000|01101000|01111001|10110101|10111010|10111110|11000000|11000110,bit_manipulation,bit_konbu_high_confidence_trace,v534_konbu_high_49491cd168f05aaa|v534_konbu_high_5394d7ce619bb1c1|v534_konbu_high_540d14640475183f|v534_konbu_high_5b9f6f05cbc927de|v534_konbu_high_a2427242d32b1662|v534_konbu_high_a88b3d2ca7b438a0|v534_konbu_high_da25a76b5886fa44|v534_konbu_high_df5c05521846f119|v534_konbu_high_dfbc8aad5e19180d|v534_konbu_high_1ec944c99fb936d7,"trace summary: infer the <num>-bit transformation from examples, then test candidate bit relations. source solver method=w_rot, confidence=high, ambiguous_bits=<num>. rule vocabulary: bit rot shl shr xor and or not strid"
e818700c12394101c5e3c9ffe3f556716e140eb08220d47c188251533294d7e5,9,7,1,1,00000000|00000001|00000011|00010001|00100000|00100010|01001100,bit_manipulation,bit_konbu_high_confidence_trace,v534_konbu_high_0d28c151026d6522|v534_konbu_high_301483845552524f|v534_konbu_high_6f7bfcabb0c5eacc|v534_konbu_high_b3c0a1238e5d89b4|v534_konbu_high_bf1728dee22a2142|v534_konbu_high_f44e25a76968ef90|v534_konbu_high_018c7b6249bdfaf8|v534_konbu_high_65860fe521213048|v534_konbu_high_790be72c49083eb2,"trace summary: infer the <num>-bit transformation from examples, then test candidate bit relations. source solver method=w_uni2, confidence=high, ambiguous_bits=<num>. rule vocabulary: bit rot shl shr xor and or not stri"
c05726bc81da5647b3465d405fa97ae5e4eeeb90edde7fb8a90a905c4262e8d4,8,8,1,1,00000111|01001001|01010111|01101001|10011010|10100110|10111111|11001101,bit_manipulation,bit_huikang_synthetic_cho,v534_huikang_synth_cho_0d2e1d18112e283f|v534_huikang_synth_cho_255432883b6c57c4|v534_huikang_synth_cho_2fe65e23e4d9ae7f|v534_huikang_synth_cho_67554e4adaa9da62|v534_huikang_synth_cho_6e90202048906bcd|v534_huikang_synth_cho_76c3d511f41c31bd|v534_huikang_synth_cho_80a1a9ab8370040f|v534_huikang_synth_cho_b353887997c6852d,"trace summary: infer a per-bit <num>-input transformation and verify it on all examples. rule: cho(not rot(<num>), shr(<num>), rot(<num>)). operator family: cho. rule vocabulary: bit rot shl shr xor and or not stride bit"
