eval_kind,name,adapter,status,rows,correct,accuracy,equation_transform_correct,bit_manipulation_correct,truncated,truncation_rate,report_json,summary_path
weak315,v321_hybrid_attn_lmhead_checkpoint_2_v221_contract,/tmp/kg1_v245_adapter_snapshots/v321-h200-v221contract-v304-v312-attn-lmhead-20260513T051616Z/45a091b87c5a/checkpoint-2,ok,315,192,0.6095238095238096,56,136,0,0.0,/tmp/kg1_v245_weak_eval/v321-h200-v221contract-v304-v312-attn-lmhead-20260513T051616Z/eval/v321_hybrid_attn_lmhead_checkpoint_2_v221_contract/v321_hf_weak_v321_hybrid_attn_lmhead_checkpoint_2_v221_contract_eval_report.json,artifacts/v321_hf_nemo_a100_v304_v312_attn_lmhead_launch/eval_v321-h200-v221contract-v304-v312-attn-lmhead-20260513T051616Z/batch_candidate_summary.json
weak315,v290_checkpoint_6_v221_contract,/tmp/kg1_v245_adapter_snapshots/v290-h200-v221contract-rank19-micro-patch-20260511T200448Z/bfdcd356ac1c/checkpoint-6,ok,315,192,0.6095238095238096,56,136,0,0.0,/tmp/kg1_v245_weak_eval/v290-h200-v221contract-rank19-micro-patch-20260511T200448Z/eval/v290_checkpoint_6_v221_contract/v290_hf_weak_v290_checkpoint_6_v221_contract_eval_report.json,artifacts/v290_hf_weak_eval_results/v290-h200-v221contract-rank19-micro-patch-20260511T200448Z/batch_candidate_summary.json
weak315,v398_sft_reconstructed_checkpoint_4_v221_contract,/tmp/kg1_v245_adapter_snapshots/v398-h200-v221contract-sft-reconstructed-20260514T225622Z/6f674ee26ed7/checkpoint-4,ok,315,191,0.6063492063492063,56,135,0,0.0,/tmp/kg1_v245_weak_eval/v398-h200-v221contract-sft-reconstructed-20260514T225622Z/eval/v398_sft_reconstructed_checkpoint_4_v221_contract/v398_hf_weak_v398_sft_reconstructed_checkpoint_4_v221_contract_eval_report.json,artifacts/v398_hf_nemo_h200_sft_reconstructed_launch/evals/v398-h200-v221contract-sft-reconstructed-20260514T225622Z/batch_candidate_summary.json
weak315,v372_v371_trace_style_checkpoint_1_v221_contract,/tmp/kg1_v245_adapter_snapshots/v372-h200-v221contract-v371-trace-style-cp1-20260514T132004Z/64fb8f14f43f/checkpoint-1,ok,315,191,0.6063492063492063,56,135,0,0.0,/tmp/kg1_v245_weak_eval/v372-h200-v221contract-v371-trace-style-cp1-20260514T132004Z/eval/v372_v371_trace_style_checkpoint_1_v221_contract/v372_v371_trace_style_hf_weak_v372_v371_trace_style_checkpoint_1_v221_contract_eval_report.json,artifacts/v372_hf_a100_v371_trace_style_launch/eval_v372_checkpoint1/evals/v372-h200-v221contract-v371-trace-style-cp1-20260514T132004Z/eval/batch_candidate_summary.json
weak315,v368_v367_bit_ternary_checkpoint_1_v221_contract,/tmp/kg1_v245_adapter_snapshots/v368-h200-v221contract-v367-bit-ternary-cp1-20260514T122053Z/7056e53b3949/checkpoint-1,ok,315,191,0.6063492063492063,56,135,0,0.0,/tmp/kg1_v245_weak_eval/v368-h200-v221contract-v367-bit-ternary-cp1-20260514T122053Z/eval/v368_v367_bit_ternary_checkpoint_1_v221_contract/v368_v367_bit_ternary_hf_weak_v368_v367_bit_ternary_checkpoint_1_v221_contract_eval_report.json,artifacts/v368_hf_a100_v367_bit_ternary_launch/eval_checkpoint1/batch_candidate_summary.json
weak315,v352_v351_bit_transfer_checkpoint_2_v221_contract,/tmp/kg1_v245_adapter_snapshots/v352-h200-v221contract-v351-bit-transfer-checkpoint2-20260514T012314Z/bf47cea1a9a5/checkpoint-2,ok,315,191,0.6063492063492063,56,135,0,0.0,/tmp/kg1_v245_weak_eval/v352-h200-v221contract-v351-bit-transfer-checkpoint2-20260514T012314Z/eval/v352_v351_bit_transfer_checkpoint_2_v221_contract/v352_v351_bit_transfer_hf_weak_v352_v351_bit_transfer_checkpoint_2_v221_contract_eval_report.json,artifacts/v352_hf_a100_v351_bit_transfer_launch/eval_v352_checkpoint2/batch_candidate_summary.json
weak315,v322_v51_filtered_hybrid_checkpoint_8_v221_contract,/tmp/kg1_v245_adapter_snapshots/v322-h200-v221contract-v51-filtered-hybrid-20260513T085954Z/4fd7c00018ef/checkpoint-8,ok,315,191,0.6063492063492063,56,135,0,0.0,/tmp/kg1_v245_weak_eval/v322-h200-v221contract-v51-filtered-hybrid-20260513T085954Z/eval/v322_v51_filtered_hybrid_checkpoint_8_v221_contract/v322_hf_weak_v322_v51_filtered_hybrid_checkpoint_8_v221_contract_eval_report.json,artifacts/v322_hf_nemo_a100_v51_filtered_hybrid_launch/eval_v322-h200-v221contract-v51-filtered-hybrid-20260513T085954Z/batch_candidate_summary.json
weak315,v321_hybrid_attn_lmhead_checkpoint_10_v221_contract,/tmp/kg1_v245_adapter_snapshots/v321-h200-v221contract-v304-v312-attn-lmhead-20260513T051616Z/45a091b87c5a/checkpoint-10,ok,315,191,0.6063492063492063,56,135,0,0.0,/tmp/kg1_v245_weak_eval/v321-h200-v221contract-v304-v312-attn-lmhead-20260513T051616Z/eval/v321_hybrid_attn_lmhead_checkpoint_10_v221_contract/v321_hf_weak_v321_hybrid_attn_lmhead_checkpoint_10_v221_contract_eval_report.json,artifacts/v321_hf_nemo_a100_v304_v312_attn_lmhead_launch/eval_v321-h200-v221contract-v304-v312-attn-lmhead-20260513T051616Z/batch_candidate_summary.json
weak315,v308_checkpoint_24_v221_contract,/tmp/kg1_v245_adapter_snapshots/v314-h200-v221contract-v308-early-ckpt-sweep-20260512T203626Z/1c392ecf5aa4/checkpoint-24,ok,315,191,0.6063492063492063,56,135,0,0.0,/tmp/kg1_v245_weak_eval/v314-h200-v221contract-v308-early-ckpt-sweep-20260512T203626Z/eval/v308_checkpoint_24_v221_contract/v314_hf_weak_v308_checkpoint_24_v221_contract_eval_report.json,artifacts/v314_hf_h200_existing_checkpoint_sweep_launch/results_20260512T211233Z/evals/v314-h200-v221contract-v308-early-ckpt-sweep-20260512T203626Z/eval/batch_candidate_summary.json
weak315,v313_checkpoint_3_v221_contract,/tmp/kg1_v245_adapter_snapshots/v313-h200-v221contract-v312-verifier-synth-20260512T195231Z/ba53c1d8290d/checkpoint-3,ok,315,191,0.6063492063492063,56,135,0,0.0,/tmp/kg1_v245_weak_eval/v313-h200-v221contract-v312-verifier-synth-20260512T195231Z/eval/v313_checkpoint_3_v221_contract/v313_hf_weak_v313_checkpoint_3_v221_contract_eval_report.json,artifacts/v313_hf_h200_v312_verifier_synthetic_launch/results_20260512T202832Z/batch_candidate_summary.json
weak315,v313_checkpoint_3_v221_contract,/tmp/kg1_v245_adapter_snapshots/v313-h200-v221contract-v312-verifier-synth-20260512T195231Z/ba53c1d8290d/checkpoint-3,ok,315,191,0.6063492063492063,56,135,0,0.0,/tmp/kg1_v245_weak_eval/v313-h200-v221contract-v312-verifier-synth-20260512T195231Z/eval/v313_checkpoint_3_v221_contract/v313_hf_weak_v313_checkpoint_3_v221_contract_eval_report.json,artifacts/v313_hf_h200_v312_verifier_synthetic_launch/results_20260512T202832Z/evals/v313-h200-v221contract-v312-verifier-synth-20260512T195231Z/eval/batch_candidate_summary.json
weak315,v294_checkpoint_3_v221_contract,/tmp/kg1_v245_adapter_snapshots/v294-h200-v221contract-eq-rep-patch-20260512T022129Z/f05865dfbfa9/checkpoint-3,ok,315,191,0.6063492063492063,56,135,0,0.0,/tmp/kg1_v245_weak_eval/v294-h200-v221contract-eq-rep-patch-20260512T022129Z/eval/v294_checkpoint_3_v221_contract/v294_hf_weak_v294_checkpoint_3_v221_contract_eval_report.json,artifacts/v294_hf_h200_equation_rep_patch_launch/eval_v294-h200-v221contract-eq-rep-patch-20260512T022129Z/batch_candidate_summary.json
weak315,v290_final_v221_contract,/tmp/kg1_v245_adapter_snapshots/v290-h200-v221contract-rank19-micro-patch-20260511T200448Z/bfdcd356ac1c/final,ok,315,191,0.6063492063492063,56,135,0,0.0,/tmp/kg1_v245_weak_eval/v290-h200-v221contract-rank19-micro-patch-20260511T200448Z/eval/v290_final_v221_contract/v290_hf_weak_v290_final_v221_contract_eval_report.json,artifacts/v290_hf_weak_eval_results/v290-h200-v221contract-rank19-micro-patch-20260511T200448Z/batch_candidate_summary.json
weak315,v388_soup_v291_105_v382_neg005,/tmp/kg1_v245_adapter_snapshots/v389-h200-v388-soup-weak-20260514T190741Z/e8076016aa9b/soup_v291_105_v382_neg005,ok,315,191,0.6063492063492063,56,135,1,0.0031746031746031746,/tmp/kg1_v245_weak_eval/v389-h200-v388-soup-weak-20260514T190741Z/eval/v388_soup_v291_105_v382_neg005/v389_v388_soup_weak_v388_soup_v291_105_v382_neg005_eval_report.json,artifacts/v389_hf_a100_v388_soup_weak_eval_launch/results_v389-h200-v388-soup-weak-20260514T190741Z/evals/v389-h200-v388-soup-weak-20260514T190741Z/eval/batch_candidate_summary.json
weak315,v388_soup_v291_095_v382_005,/tmp/kg1_v245_adapter_snapshots/v389-h200-v388-soup-weak-20260514T190741Z/e8076016aa9b/soup_v291_095_v382_005,ok,315,191,0.6063492063492063,56,135,2,0.006349206349206349,/tmp/kg1_v245_weak_eval/v389-h200-v388-soup-weak-20260514T190741Z/eval/v388_soup_v291_095_v382_005/v389_v388_soup_weak_v388_soup_v291_095_v382_005_eval_report.json,artifacts/v389_hf_a100_v388_soup_weak_eval_launch/results_v389-h200-v388-soup-weak-20260514T190741Z/evals/v389-h200-v388-soup-weak-20260514T190741Z/eval/batch_candidate_summary.json
weak315,v321_hybrid_attn_lmhead_final_v221_contract,/tmp/kg1_v245_adapter_snapshots/v321-h200-v221contract-v304-v312-attn-lmhead-20260513T051616Z/45a091b87c5a/final,ok,315,190,0.6031746031746031,56,134,0,0.0,/tmp/kg1_v245_weak_eval/v321-h200-v221contract-v304-v312-attn-lmhead-20260513T051616Z/eval/v321_hybrid_attn_lmhead_final_v221_contract/v321_hf_weak_v321_hybrid_attn_lmhead_final_v221_contract_eval_report.json,artifacts/v321_hf_nemo_a100_v304_v312_attn_lmhead_launch/eval_v321-h200-v221contract-v304-v312-attn-lmhead-20260513T051616Z/batch_candidate_summary.json
weak315,v308_checkpoint_6_v221_contract,/tmp/kg1_v245_adapter_snapshots/v314-h200-v221contract-v308-early-ckpt-sweep-20260512T203626Z/1c392ecf5aa4/checkpoint-6,ok,315,190,0.6031746031746031,56,134,0,0.0,/tmp/kg1_v245_weak_eval/v314-h200-v221contract-v308-early-ckpt-sweep-20260512T203626Z/eval/v308_checkpoint_6_v221_contract/v314_hf_weak_v308_checkpoint_6_v221_contract_eval_report.json,artifacts/v314_hf_h200_existing_checkpoint_sweep_launch/results_20260512T211233Z/evals/v314-h200-v221contract-v308-early-ckpt-sweep-20260512T203626Z/eval/batch_candidate_summary.json
weak315,v308_checkpoint_18_v221_contract,/tmp/kg1_v245_adapter_snapshots/v314-h200-v221contract-v308-early-ckpt-sweep-20260512T203626Z/1c392ecf5aa4/checkpoint-18,ok,315,190,0.6031746031746031,56,134,0,0.0,/tmp/kg1_v245_weak_eval/v314-h200-v221contract-v308-early-ckpt-sweep-20260512T203626Z/eval/v308_checkpoint_18_v221_contract/v314_hf_weak_v308_checkpoint_18_v221_contract_eval_report.json,artifacts/v314_hf_h200_existing_checkpoint_sweep_launch/results_20260512T211233Z/evals/v314-h200-v221contract-v308-early-ckpt-sweep-20260512T203626Z/eval/batch_candidate_summary.json
weak315,v398_sft_reconstructed_checkpoint_2_v221_contract,/tmp/kg1_v245_adapter_snapshots/v398-h200-v221contract-sft-reconstructed-20260514T225622Z/6f674ee26ed7/checkpoint-2,ok,315,190,0.6031746031746031,56,134,1,0.0031746031746031746,/tmp/kg1_v245_weak_eval/v398-h200-v221contract-sft-reconstructed-20260514T225622Z/eval/v398_sft_reconstructed_checkpoint_2_v221_contract/v398_hf_weak_v398_sft_reconstructed_checkpoint_2_v221_contract_eval_report.json,artifacts/v398_hf_nemo_h200_sft_reconstructed_launch/evals/v398-h200-v221contract-sft-reconstructed-20260514T225622Z/batch_candidate_summary.json
weak315,v388_soup_v291_090_v382_010,/tmp/kg1_v245_adapter_snapshots/v389-h200-v388-soup-weak-20260514T190741Z/e8076016aa9b/soup_v291_090_v382_010,ok,315,190,0.6031746031746031,56,134,1,0.0031746031746031746,/tmp/kg1_v245_weak_eval/v389-h200-v388-soup-weak-20260514T190741Z/eval/v388_soup_v291_090_v382_010/v389_v388_soup_weak_v388_soup_v291_090_v382_010_eval_report.json,artifacts/v389_hf_a100_v388_soup_weak_eval_launch/results_v389-h200-v388-soup-weak-20260514T190741Z/evals/v389-h200-v388-soup-weak-20260514T190741Z/eval/batch_candidate_summary.json
