key,count,answer_count,family_count,subcategory_count,answers_preview,families,subcategories,ids_preview,template_preview
6f5593992032e6032ed0fa7d000b00a85cae9922f3ac986e8efefd6ca6517910,104,74,1,1,00000000|00000100|00000110|00001010|00001100|00010010|00010100|00011000|00011010|00011100,bit_manipulation,bit_v300_gain_pattern_other,v523_train_bit_v300_gain_pattern_other_v304_train_bit_fullbyte_v300_gain_pattern_000798|v523_train_bit_v300_gain_pattern_other_v304_train_bit_fullbyte_v300_gain_pattern_000799|v523_train_bit_v300_gain_pattern_other_v304_train_bit_fullbyte_v300_gain_pattern_000837|v523_train_bit_v300_gain_pattern_other_v304_train_bit_fullbyte_v300_gain_pattern_000780|v523_train_bit_v300_gain_pattern_other_v304_train_bit_fullbyte_v300_gain_pattern_000811|v523_train_bit_v300_gain_pattern_other_v304_train_bit_fullbyte_v300_gain_pattern_000795|v523_train_bit_v300_gain_pattern_other_v304_train_bit_fullbyte_v300_gain_pattern_000825|v523_train_bit_v300_gain_pattern_other_v304_train_bit_fullbyte_v300_gain_pattern_000818|v523_train_bit_v300_gain_pattern_other_v304_train_bit_fullbyte_v300_gain_pattern_000791|v523_train_bit_v300_gain_pattern_other_v304_train_bit_fullbyte_v300_gain_pattern_000768,"rule: solve output bits independently, then concatenate b0..b7. candidate expression: xor(shl1,shr4); xor(a,b)=a^b. example verification: - <bin8> -> <bin8> ok - <bin8> -> <bin8> ok - <bin8> -> <bin8> ok - <bin8> -> <bin"
2842c74f4296f1a0d92c50ccfd1faa8b95c8e17f52fdaad16ee142ffd2e7f485,100,72,1,1,-10|-12|-14|-15|-16|-17|-18|-19|-2|-20,equation_transform,equation_numeric_minus_signed,v523_train_equation_numeric_minus_signed_v325_train_equation_00_00074|v523_train_equation_numeric_minus_signed_v325_train_equation_00_00150|v523_train_equation_numeric_minus_signed_v325_train_equation_00_00020|v523_train_equation_numeric_minus_signed_v325_train_equation_00_00103|v523_train_equation_numeric_minus_signed_v325_train_equation_00_00023|v523_train_equation_numeric_minus_signed_v325_train_equation_00_00153|v523_train_equation_numeric_minus_signed_v325_train_equation_00_00122|v523_train_equation_numeric_minus_signed_v325_train_equation_00_00085|v523_train_equation_numeric_minus_signed_v325_train_equation_00_00078|v523_train_equation_numeric_minus_signed_v325_train_equation_00_00151,"rule: for this '-' operator, compute left minus right and preserve the sign. check the examples that use this operator: - <num><num> -> <num> - <num><num> -> <num> - <num><num> -> <num> - <num><num> -> <num> - <num><num>"
739dfbe065a78b99108a41f3cf221d9160db5fda3b40d4387b2eb707ba2ab8a2,100,9,1,1,10|20|30|40|50|60|70|80|90,equation_transform,equation_numeric_colon_trailing_zero,v523_train_equation_numeric_colon_trailing_zero_v325_train_equation_03_00078|v523_train_equation_numeric_colon_trailing_zero_v325_train_equation_03_00010|v523_train_equation_numeric_colon_trailing_zero_v325_train_equation_03_00133|v523_train_equation_numeric_colon_trailing_zero_v325_train_equation_03_00009|v523_train_equation_numeric_colon_trailing_zero_v325_train_equation_03_00041|v523_train_equation_numeric_colon_trailing_zero_v325_train_equation_03_00127|v523_train_equation_numeric_colon_trailing_zero_v325_train_equation_03_00100|v523_train_equation_numeric_colon_trailing_zero_v325_train_equation_03_00083|v523_train_equation_numeric_colon_trailing_zero_v325_train_equation_03_00079|v523_train_equation_numeric_colon_trailing_zero_v325_train_equation_03_00039,"rule: for this ':' operator, compute the absolute difference and keep any trailing zero. check the examples that use this operator: - <num>:<num> -> <num> - <num>:<num> -> <num> - <num>:<num> -> <num> - <num>:<num> -> <n"
9d5cde5f562127a6df308fba2efcbd23f430d39072ba98aab54e92ded9e2c43b,100,60,1,1,1|10|12|14|15|17|18|19|2|20,equation_transform,equation_numeric_colon_absdiff,v523_train_equation_numeric_colon_absdiff_v325_train_equation_02_00010|v523_train_equation_numeric_colon_absdiff_v325_train_equation_02_00140|v523_train_equation_numeric_colon_absdiff_v325_train_equation_02_00120|v523_train_equation_numeric_colon_absdiff_v325_train_equation_02_00130|v523_train_equation_numeric_colon_absdiff_v325_train_equation_02_00068|v523_train_equation_numeric_colon_absdiff_v325_train_equation_02_00033|v523_train_equation_numeric_colon_absdiff_v325_train_equation_02_00159|v523_train_equation_numeric_colon_absdiff_v325_train_equation_02_00155|v523_train_equation_numeric_colon_absdiff_v325_train_equation_02_00097|v523_train_equation_numeric_colon_absdiff_v325_train_equation_02_00041,"rule: for this ':' operator, compute the absolute difference and keep the natural digit order. check the examples that use this operator: - <num>:<num> -> <num> - <num>:<num> -> <num> - <num>:<num> -> <num> - <num>:<num>"
a49095b9f652c3dd0d55567bbd761861ec94e2396db7a6521a48de298b4ccbff,59,42,1,1,00000011|00000111|00001010|00001110|00001111|00010001|00010100|00010101|00011001|00100010,bit_manipulation,bit_cho_trace,v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000893|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000944|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000942|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000874|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000939|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000922|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000935|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000938|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000918|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000951,"rule: solve output bits independently, then concatenate b0..b7. candidate expression: cho(shl2,shr4,rol7); cho(a,b,c)=(a&b)|((<num>-a)&c). example verification: - <bin8> -> <bin8> ok - <bin8> -> <bin8> ok - <bin8> -> <bi"
42fdd5c6404022091a34fa8c1372ff13c1aae1a193ff7da9455e7f1c8494b8f8,58,39,1,1,00001011|00010000|00010110|00011001|00011011|00100010|00100101|00101100|00110101|00110110,bit_manipulation,bit_cho_trace,v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_001002|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_001017|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_001038|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_001030|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_001008|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_001031|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_001023|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_001007|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_001005|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_001037,"rule: solve output bits independently, then concatenate b0..b7. candidate expression: cho(shl1,shr1,rol4); cho(a,b,c)=(a&b)|((<num>-a)&c). example verification: - <bin8> -> <bin8> ok - <bin8> -> <bin8> ok - <bin8> -> <bi"
dac4deb74869e448ffde3aa4c225e6190abfbe9078c2d7e682367272080071c6,55,47,1,1,10|100|102|108|109|110|111|114|117|121,equation_transform,equation_numeric_add_direct,v523_train_equation_numeric_add_direct_v325_train_equation_04_00009|v523_train_equation_numeric_add_direct_v325_train_equation_04_00021|v523_train_equation_numeric_add_direct_v325_train_equation_04_00065|v523_train_equation_numeric_add_direct_v325_train_equation_04_00075|v523_train_equation_numeric_add_direct_v325_train_equation_04_00057|v523_train_equation_numeric_add_direct_v325_train_equation_04_00061|v523_train_equation_numeric_add_direct_v325_train_equation_04_00037|v523_train_equation_numeric_add_direct_v325_train_equation_04_00077|v523_train_equation_numeric_add_direct_v325_train_equation_04_00003|v523_train_equation_numeric_add_direct_v325_train_equation_04_00015,"rule: for this additive operator, compute the direct sum of the two numbers. check the examples that use this operator: - <num>+<num> -> <num> - <num>+<num> -> <num> - <num>+<num> -> <num> apply the same rule to the quer"
be5623999a2dcdab837a9a21bf749cda9fedb00bdea1cc0335a80cf2bab2a858,54,38,1,1,00000001|00000010|00000110|00000111|00001011|00010001|00011001|00100000|00100010|00100110,bit_manipulation,bit_cho_trace,v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000274|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000276|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000224|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000252|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000204|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000249|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000214|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000273|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000208|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000230,"rule: solve output bits independently, then concatenate b0..b7. candidate expression: cho(shl2,shr1,rol3); cho(a,b,c)=(a&b)|((<num>-a)&c). example verification: - <bin8> -> <bin8> ok - <bin8> -> <bin8> ok - <bin8> -> <bi"
330720773a92367029e0405525a5c3bf64229eba80d99cfef62f6419e7cd407e,51,35,1,1,00000100|00001100|00001110|00010001|00010010|00010011|00010100|00010110|00011001|00011101,bit_manipulation,bit_cho_trace,v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000069|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000033|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000052|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000020|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000046|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000051|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000075|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000016|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000083|v523_train_bit_cho_trace_v304_train_bit_fullbyte_v300_gain_pattern_000025,"rule: solve output bits independently, then concatenate b0..b7. candidate expression: cho(shl2,shr3,rol1); cho(a,b,c)=(a&b)|((<num>-a)&c). example verification: - <bin8> -> <bin8> ok - <bin8> -> <bin8> ok - <bin8> -> <bi"
45ea8c641e0c2ffab253901877488807a4871fb59ec570aeaa24853d3ec8e450,46,35,1,1,00000010|00000011|00000100|00001010|00001101|00010000|00010010|00010100|00011100|00011111,bit_manipulation,bit_maj3_trace,v523_train_bit_maj3_trace_v304_train_bit_fullbyte_v300_gain_pattern_000578|v523_train_bit_maj3_trace_v304_train_bit_fullbyte_v300_gain_pattern_000632|v523_train_bit_maj3_trace_v304_train_bit_fullbyte_v300_gain_pattern_000581|v523_train_bit_maj3_trace_v304_train_bit_fullbyte_v300_gain_pattern_000602|v523_train_bit_maj3_trace_v304_train_bit_fullbyte_v300_gain_pattern_000596|v523_train_bit_maj3_trace_v304_train_bit_fullbyte_v300_gain_pattern_000612|v523_train_bit_maj3_trace_v304_train_bit_fullbyte_v300_gain_pattern_000636|v523_train_bit_maj3_trace_v304_train_bit_fullbyte_v300_gain_pattern_000625|v523_train_bit_maj3_trace_v304_train_bit_fullbyte_v300_gain_pattern_000627|v523_train_bit_maj3_trace_v304_train_bit_fullbyte_v300_gain_pattern_000667,"rule: solve output bits independently, then concatenate b0..b7. candidate expression: maj3(rol6,shl1,shr1); maj3(a,b,c)=<num> when at least two inputs are <num>. example verification: - <bin8> -> <bin8> ok - <bin8> -> <b"
