key,count,answer_count,family_count,subcategory_count,answers_preview,families,subcategories,ids_preview,template_preview
c14e25e463fbf4dca3034fde1a4320b065788470f6d0025d0c818def591ddbea,742,234,1,1,00000000|00000001|00000010|00000011|00000100|00000101|00000110|00000111|00001000|00001001,bit_manipulation,bit_guardrail_replay,v498_train_bit_replay_00379_v217_train_534a3a2863c5e40b|v498_train_bit_replay_00263_v217_train_923e00e84a60ee12|v498_train_bit_replay_00037_v217_train_d0d29c4ee7916b79|v498_train_bit_replay_00327_v217_train_6634c1eecebf71fc|v498_train_bit_replay_00393_v217_train_bd92d7f9be03871e|v498_train_bit_replay_00396_v217_train_5caa1c59d3f31d18|v498_train_bit_replay_00283_v217_train_13a478b00c9489a6|v498_train_bit_replay_00230_v217_train_549e811fac1dd75c|v498_train_bit_replay_00429_v217_train_6c6d04c51f46ca30|v498_train_bit_replay_00068_v217_train_ca9c1213d182b037,final answer: \boxed{<ans>}
de81b259b8ed89ba908c811d5a5cf80d60a82eccefeaad94673de2f1b5da1b5a,500,161,1,1,-1|-10|-11|-12|-13|-14|-15|-16|-17|-18,equation_transform,equation_numeric_minus_signed_hard_negative,v498_train_minus_signed_opposite_sign_guarded_00359|v498_train_minus_signed_opposite_sign_guarded_00289|v498_train_minus_signed_opposite_sign_guarded_00149|v498_train_minus_signed_opposite_sign_guarded_00116|v498_train_minus_signed_opposite_sign_guarded_00051|v498_train_minus_signed_opposite_sign_guarded_00218|v498_train_minus_signed_opposite_sign_guarded_00192|v498_train_minus_signed_opposite_sign_guarded_00249|v498_train_minus_signed_opposite_sign_guarded_00111|v498_train_minus_signed_opposite_sign_guarded_00198,rule: use the query operator and preserve the signed left-minus-right result. reject common wrong candidate <num>; it strips or flips the sign. query <num><num> gives <num>. final answer: \boxed{<ans>}
e11398ec496baedbd502ef6eadf3a4c81270a1df5790feb5e5413ae3585856f4,500,9,1,1,10|20|30|40|50|60|70|80|90,equation_transform,equation_numeric_colon_trailing_zero_hard_negative,v498_train_colon_absdiff_restore_trailing_zero_00024|v498_train_colon_absdiff_restore_trailing_zero_00233|v498_train_colon_absdiff_restore_trailing_zero_00367|v498_train_colon_absdiff_restore_trailing_zero_00223|v498_train_colon_absdiff_restore_trailing_zero_00347|v498_train_colon_absdiff_restore_trailing_zero_00332|v498_train_colon_absdiff_restore_trailing_zero_00289|v498_train_colon_absdiff_restore_trailing_zero_00130|v498_train_colon_absdiff_restore_trailing_zero_00214|v498_train_colon_absdiff_restore_trailing_zero_00342,rule: for ':' compute the absolute difference and preserve the full decimal digits. reject common wrong candidate <num>; it drops a required trailing zero. query <num>:<num> gives <num>. final answer: \boxed{<ans>}
0941b545168e5a943fd79b20e468c7bd6132058401dcb42519f6cc8586a49c36,250,132,1,1,100|101|102|103|104|105|107|108|109|110,equation_transform,equation_numeric_add_direct_hard_negative,v498_train_add_direct_over_model_add_variant_00109|v498_train_add_direct_over_model_add_variant_00023|v498_train_add_direct_over_model_add_variant_00103|v498_train_add_direct_over_model_add_variant_00255|v498_train_add_direct_over_model_add_variant_00123|v498_train_add_direct_over_model_add_variant_00299|v498_train_add_direct_over_model_add_variant_00293|v498_train_add_direct_over_model_add_variant_00225|v498_train_add_direct_over_model_add_variant_00365|v498_train_add_direct_over_model_add_variant_00301,rule: use examples with the same additive query operator; ignore distractor operators. reject common wrong candidate <num>; it follows a distractor subtraction pattern. query <num>+<num> gives <num>. final answer: \boxed
0a7c6b0eafc57dfbb6fbf7b0ad6cc3adf71083497dc1aa8eeb7a2ee1808f08e2,250,129,1,1,101|102|103|104|105|106|107|108|109|110,equation_transform,equation_numeric_add_direct_hard_negative,v498_train_add_direct_over_model_add_variant_00036|v498_train_add_direct_over_model_add_variant_00208|v498_train_add_direct_over_model_add_variant_00076|v498_train_add_direct_over_model_add_variant_00388|v498_train_add_direct_over_model_add_variant_00124|v498_train_add_direct_over_model_add_variant_00360|v498_train_add_direct_over_model_add_variant_00200|v498_train_add_direct_over_model_add_variant_00000|v498_train_add_direct_over_model_add_variant_00346|v498_train_add_direct_over_model_add_variant_00022,rule: use examples with the same additive query operator; ignore distractor operators. reject common wrong candidate <num>; it follows a distractor subtraction pattern. query <num>)<num> gives <num>. final answer: \boxed
2842c74f4296f1a0d92c50ccfd1faa8b95c8e17f52fdaad16ee142ffd2e7f485,200,112,1,1,-1|-10|-12|-13|-14|-15|-16|-17|-18|-19,equation_transform,equation_numeric_minus_signed,v325_train_equation_00_00013|v325_train_equation_00_00103|v325_train_equation_00_00101|v325_train_equation_00_00081|v325_train_equation_00_00143|v325_train_equation_00_00140|v325_train_equation_00_00127|v325_train_equation_00_00092|v325_train_equation_00_00089|v325_train_equation_00_00003,"rule: for this '-' operator, compute left minus right and preserve the sign. check the examples that use this operator: - <num><num> -> <num> - <num><num> -> <num> - <num><num> -> <num> - <num><num> -> <num> - <num><num>"
739dfbe065a78b99108a41f3cf221d9160db5fda3b40d4387b2eb707ba2ab8a2,200,9,1,1,10|20|30|40|50|60|70|80|90,equation_transform,equation_numeric_colon_trailing_zero,v325_train_equation_03_00069|v325_train_equation_03_00012|v325_train_equation_03_00051|v325_train_equation_03_00121|v325_train_equation_03_00037|v325_train_equation_03_00123|v325_train_equation_03_00053|v325_train_equation_03_00081|v325_train_equation_03_00022|v325_train_equation_03_00150,"rule: for this ':' operator, compute the absolute difference and keep any trailing zero. check the examples that use this operator: - <num>:<num> -> <num> - <num>:<num> -> <num> - <num>:<num> -> <num> - <num>:<num> -> <n"
9d5cde5f562127a6df308fba2efcbd23f430d39072ba98aab54e92ded9e2c43b,200,78,1,1,1|10|11|12|13|14|15|16|17|18,equation_transform,equation_numeric_colon_absdiff,v325_train_equation_02_00027|v325_train_equation_02_00108|v325_train_equation_02_00131|v325_train_equation_02_00114|v325_train_equation_02_00076|v325_train_equation_02_00053|v325_train_equation_02_00159|v325_train_equation_02_00062|v325_train_equation_02_00032|v325_train_equation_02_00089,"rule: for this ':' operator, compute the absolute difference and keep the natural digit order. check the examples that use this operator: - <num>:<num> -> <num> - <num>:<num> -> <num> - <num>:<num> -> <num> - <num>:<num>"
c706b4a52747862057a17fc7ec01cccc6d291ab04a784f8673c2dc0ab52f3223,200,72,1,1,-1|-10|-11|-12|-13|-14|-15|-16|-17|-18,equation_transform,equation_numeric_minus_direct_negative,v325_train_equation_01_00127|v325_train_equation_01_00083|v325_train_equation_01_00022|v325_train_equation_01_00121|v325_train_equation_01_00048|v325_train_equation_01_00125|v325_train_equation_01_00076|v325_train_equation_01_00119|v325_train_equation_01_00087|v325_train_equation_01_00136,"rule: for this '-' operator, compute left minus right; if the result is negative, keep the minus sign. check the examples that use this operator: - <num><num> -> <num> - <num><num> -> <num> - <num><num> -> <num> - <num><"
c9bd83267a6d62076f66f7e0bc2f1747b3ff6fdfbc33f415c4e443d867d20f30,100,76,1,1,102|103|105|108|109|110|111|113|114|115,equation_transform,equation_numeric_add_direct,v325_train_equation_04_00012|v325_train_equation_04_00126|v325_train_equation_04_00082|v325_train_equation_04_00034|v325_train_equation_04_00134|v325_train_equation_04_00024|v325_train_equation_04_00136|v325_train_equation_04_00022|v325_train_equation_04_00064|v325_train_equation_04_00002,"rule: for this additive operator, compute the direct sum of the two numbers. check the examples that use this operator: - <num>)<num> -> <num> - <num>)<num> -> <num> - <num>)<num> -> <num> apply the same rule to the quer"
dac4deb74869e448ffde3aa4c225e6190abfbe9078c2d7e682367272080071c6,100,71,1,1,10|100|101|102|103|108|109|110|111|112,equation_transform,equation_numeric_add_direct,v325_train_equation_04_00115|v325_train_equation_04_00113|v325_train_equation_04_00127|v325_train_equation_04_00017|v325_train_equation_04_00061|v325_train_equation_04_00071|v325_train_equation_04_00139|v325_train_equation_04_00019|v325_train_equation_04_00159|v325_train_equation_04_00047,"rule: for this additive operator, compute the direct sum of the two numbers. check the examples that use this operator: - <num>+<num> -> <num> - <num>+<num> -> <num> - <num>+<num> -> <num> apply the same rule to the quer"
6fac0af59475f5f619b26cd7087fafda472dd2ea22cc4668cc2a7f59871f05c1,22,20,1,1,-01|-7|-73|-75|-85|-9|11|16|22|31,equation_transform,v274_guarded_numeric_minus_signed_opposite_sign_guarded,v460_train_equation_13892a7c|v460_train_equation_13ad7bce|v460_train_equation_1bc85bd9|v460_train_equation_39fd934f|v460_train_equation_56c59dfd|v460_train_equation_957c70fd|v460_train_equation_9d4ae6b8|v460_train_equation_9fb854c3|v460_train_equation_9ff6e9d2|v460_train_equation_a7d582da,"verification: numeric sign guard. compare the minus examples, reject the opposite-sign candidate '<num>', and preserve the signed target value. final answer: \boxed{<ans>}"
