ref,title,author,lastRunTime,totalVotes
ryanholbrook/nvidia-nemotron-submission-demo,NVIDIA Nemotron Submission Demo,Ryan Holbrook,2026-03-25 10:25:34.577000,2232
dennisfong/nvidia-nemotron-sfttrainer-training,NVIDIA Nemotron - SFTTrainer training,Dennis,2026-03-19 08:21:19.207000,769
kienngx/nvidia-nemotron-trained-models-submission,Nvidia Nemotron Trained Models Submission,Ngô Xuân Kiên,2026-04-17 03:42:03.243000,584
kienngx/nvidia-nemotron-training-cot-labels,NVIDIA Nemotron Training (CoT + Labels),Ngô Xuân Kiên,2026-03-25 03:21:59.290000,646
konbu17/nemotron-sft-lora-with-cot,Nemotron SFT LoRA with CoT,konbu17,2026-04-13 05:08:53.973000,498
huikang/tinker-submission-notebook,Tinker submission notebook,Tong Hui Kang,2026-04-14 07:42:19.977000,470
dgxchen/training-with-unsloth-to-achieve-0-85-lb,Training with Unsloth to Achieve 0.85 LB,dz,2026-04-25 02:13:56.293000,351
asalhi/tinker-adapter-to-ready-to-submit-adapter,Tinker Adapter to Ready To Submit Adapter,Ali,2026-04-15 06:46:31.057000,499
huikang/adapter-validation-notebook,Adapter validation notebook,Tong Hui Kang,2026-04-12 19:06:09.760000,286
huikang/end-to-end-finetuning-for-lb-0-85,End-to-end finetuning for LB 0.85,Tong Hui Kang,2026-04-25 04:51:03.970000,308
llkh0a/nemotron-unsloth-sft-training-3-30-2,Nemotron | Unsloth SFT Training 3/30 -2,Kh0a,2026-03-30 17:28:16.140000,214
mayukh18/unsloth-sft-full-data-training,Unsloth SFT Full Data Training,Mayukh Bhattacharyya,2026-03-29 06:29:21.313000,232
johnnyhyland/nvidia-nemotron-training,NVIDIA Nemotron - training,Johnny Hyland,2026-03-17 17:04:09.093000,244
johnnyhyland/nvidia-nemotron-sft-grpo-colab-faster,NVIDIA Nemotron - SFT → GRPO - Colab faster,Johnny Hyland,2026-03-27 07:15:58.400000,148
kienngx/nvidia-nemotron-training-copy-run-instantly,NVIDIA Nemotron Training (copy & run instantly),Ngô Xuân Kiên,2026-03-22 15:40:45.550000,253
amanatar/nvidia-nemotron-sfttrainer-training,NVIDIA Nemotron - SFTTrainer training,Aman Atar,2026-03-19 19:58:09.410000,176
jek1wantaufik/nvidia-nemotron-model-reasoning-challenge,NVIDIA Nemotron Model Reasoning Challenge,Jeki Wan Taufik,2026-03-17 03:00:28.330000,147
kienngx/nemotron-sft-reasoning-trajectories-dataset,Nemotron SFT (Reasoning Trajectories Dataset),Ngô Xuân Kiên,2026-04-08 08:41:20.727000,106
kalyankkr/all-6-puzzle-types-decoded-sft-training-data,All 6 Puzzle Types Decoded + SFT Training Data,Kalyan,2026-03-19 05:39:25.180000,79
newduck/nvidia-nemotron-soft-balanced-sampling-sft,NVIDIA Nemotron - Soft-Balanced Sampling + SFT,newduck,2026-03-28 13:10:32.897000,99
konbu17/nemotron-tong-style-cot-sft-updated-v2,Nemotron Tong-Style CoT SFT (updated v2),konbu17,2026-04-19 02:06:34.357000,92
mohankrishnathalla/nemotron-6-puzzle-types-decoded-rule-solvers,Nemotron: 6 Puzzle Types Decoded + Rule Solvers,Mohan Krishna Thalla,2026-03-21 08:14:33.190000,69
comistrymo/nvidia-nemotron-training-cot-labels,NVIDIA Nemotron Training (CoT + Labels),ComistryMo,2026-04-02 02:28:27.800000,84
jiazhuang/nemotron-mainstream-llm-performance-comparison,Nemotron Mainstream LLM Performance Comparison ,Zhuang Jia,2026-03-24 10:09:00.090000,61
konstantinboyko/01-04-training-with-unsloth-batch-2-epoch-2,01-04 Training with Unsloth batch=2 epoch=2,AI-Cat,2026-04-17 16:03:33.053000,81
sarcasmos/nvidia-nemotron-model-reasoning-challenge, NVIDIA Nemotron Model Reasoning Challenge,Sheikh Abdul Rehman,2026-03-29 19:21:36.467000,80
emanuellcs/nvidia-nemotron-sft,NVIDIA Nemotron | SFT,Emanuel Lázaro,2026-04-06 17:53:15.510000,66
mirzayasirabdullah07/nvidia-nemotron-model-notebook,NVIDIA Nemotron Model Notebook,Mirza Yasir Abdullah Baig,2026-05-12 20:10:29.707000,96
hiroshige1/start,start,hiros,2026-03-19 00:00:51.757000,98
michaelkong537/tinker-adapter-solved-some-internet-issues,Tinker Adapter (Solved Some Internet issues),Michael Kong,2026-04-28 06:48:23.290000,113
amanatar/nemotron-ultimate-sft-grpo-v3,nemotron-ultimate-sft-grpo-v3,Aman Atar,2026-04-08 21:42:01.277000,78
hastws/sfttrainer-training,SFTTrainer training,Birtley Doru (DB),2026-03-21 01:50:48.827000,60
konbu17/doc-to-lora-knowledge-injection-nemotron-3-nano,Doc-to-LoRA Knowledge Injection Nemotron-3-Nano,konbu17,2026-03-29 20:12:27.710000,32
konbu17/bit-manipulation-solver-cot-generator,bit-manipulation-solver-cot-generator,konbu17,2026-03-29 14:38:16.273000,39
alexxxsem/nemotron-simple-offline-working-demo,Nemotron Simple Offline Working Demo,AlexxxSem,2026-04-05 15:54:14.460000,53
torpidoff/full-pipeline-nvidia-nemotron-3-reasoning,🏆 Full Pipeline NVIDIA Nemotron-3 Reasoning,David khaldi,2026-04-13 23:57:11.143000,57
jek1wantaufik/nvidia-nemotron-model-reasoning-0-68,NVIDIA Nemotron Model Reasoning 0.68,Jeki Wan Taufik,2026-03-28 00:32:17.037000,38
rohanrk1813/nvidia-comp,NVIDIA_COMP,Rohanrk1813,2026-05-06 08:53:38.767000,85
hammadfarooq470/think-twice-self-correcting-reasoning,Think Twice: Self-Correcting Reasoning,Hammad Farooq,2026-05-06 09:47:43.647000,63
amanatar/nemotron-3-nano-blackwell-optimized-reasoning,Nemotron-3-Nano: Blackwell-Optimized Reasoning ,Aman Atar,2026-03-26 08:15:23.487000,67
adilshamim8/nvidia-nemotron-model-reasoning-challenge-101,NVIDIA Nemotron Model Reasoning Challenge 101,Adil Shamim,2026-05-09 03:13:53.840000,31
pauldumontunc/lora-training,LoRa Training,Paul Dumont UNC,2026-04-21 03:04:40.347000,28
matthewblakeward/glyphmatics-d4c-cipher-98substitution,GlyphMatics●D4C°Cipher#98Substitution ,Matthew Blake Ward,2026-05-17 00:13:45.153000,51
hlly34/nemotron-baseline-evaluation,Nemotron Baseline Evaluation,i_love_huyen_tran,2026-03-21 05:33:38.133000,63
huikang/nvidia-nemotron-all-linear,NVIDIA Nemotron - all-linear,Tong Hui Kang,2026-03-22 14:27:00.667000,21
sanjaysuthraye96/exploratory-data-analysis-nvidia-nemotron,Exploratory Data Analysis - NVIDIA Nemotron,Sanjay Suthraye,2026-03-21 17:50:52.213000,31
esaaak/nemotron-3-nano-30b-starter-lora-fine-tuning,Nemotron-3-Nano-30B: Starter LoRA Fine-Tuning 🚀,Ilya Gerasimov,2026-03-17 20:56:10.340000,44
occultainsights/synthetic-data-generation,Synthetic Data Generation,Priyan Chandrapala,2026-03-27 17:42:06.047000,37
optiminist/equation-eda-operator-operation-84-solve-rate,Equation EDA: Operator-Operation 84% Solve Rate,Haruto Nishioka,2026-04-13 00:13:48.040000,25
banwait13/nemotron-on-steroids,Nemotron on Steroids,Banwait_13,2026-05-15 15:15:35.777000,13
rn8205/adapter-validation-notebook,Adapter validation notebook,rn8205,2026-05-16 18:12:53.377000,46
sakhawathossen/nemotron-reasoning-boost-hf-qlora-trainer,Nemotron Reasoning Boost - HF QLoRA Trainer,Sakhawat Hossen,2026-04-07 14:14:08.590000,33
kimberleyduran/solver-verified-cryptarithm-cot-v2-dataset,Solver-Verified Cryptarithm CoT (v2 dataset),Kimberley Duran,2026-05-04 21:38:44.803000,34
impooping/generate-cots-labels,Generate CoTs + Labels,I'mPooping,2026-03-27 08:41:37.987000,39
matthewblakeward/steinifrank,SteinIFrank,Matthew Blake Ward,2026-05-14 16:59:15.697000,14
citerne/from-local-dev-rtx-6000-kaggle-cli-guide,From Local Dev → RTX 6000 (Kaggle CLI Guide),Keanan,2026-05-06 20:25:45.537000,27
pearpn25/bit-cot-85-1364-sample,bit cot 85% ~~ 1364 sample,Nam Lê Phương,2026-04-20 10:39:50.997000,34
evgendvorkin/nemotron-3-nano-lora-adapter-submission,Nemotron-3 Nano: LoRA Adapter Submission,Дворкин Евгений Владимирович,2026-05-12 17:44:00.690000,25
edyvision/nvidia-nemotron-submission-demo-w-blackwell-patch,NVIDIA Nemotron Submission Demo w/ Blackwell Patch,Eidan Rosado,2026-03-20 23:17:49.323000,39
